供应商,sum,max,供货次数,MSE,间隔周数,平均间隔周数,平均连续天数,稳定性,间隔周数(归一化),平均间隔周数(归一化),平均连续天数(归一化)
S018,66,7,31,1.1875,209,7.46875,1.4761904761904763,0.18055555555555555,0.12552301255230125,0.9727864583333333,0.001992428770671449
S019,109,56,12,26.416666666666668,228,18.384615384615383,1.3333333333333333,0.05172413793103448,0.04602510460251046,0.9269230769230768,0.0013947001394700137
S020,72,7,33,3.529166666666667,207,7.029411764705882,1.375,0.16853932584269662,0.13389121338912133,0.9746323529411764,0.0015690376569037657
S021,80,5,42,240.16666666666666,198,5.558139534883721,1.68,0.3387096774193548,0.17154811715481172,0.9808139534883721,0.002845188284518828
S022,140,39,16,28.65,224,14.058823529411764,1.4545454545454546,0.06060606060606061,0.06276150627615062,0.9450980392156862,0.0019018638265500191
S023,1631,128,133,8767.4125,107,1.7835820895522387,1.2666666666666666,0.2125,0.5523012552301255,0.9966728855721393,0.001115760111576011
S024,124,13,45,12.929166666666667,195,5.195652173913044,2.25,0.19480519480519481,0.18410041841004185,0.9823369565217391,0.005230125523012552
S025,375,8,126,0.43333333333333335,114,1.8818897637795275,1.2989690721649485,0.2518518518518518,0.5230125523012552,0.996259842519685,0.001250916619937023
S026,28,5,14,0.04583333333333333,226,15.933333333333334,1.1666666666666667,0.35294117647058826,0.05439330543933055,0.9372222222222222,0.0006973500697350073
S027,81,8,30,0.15,210,7.709677419354839,1.7647058823529411,0.2765957446808511,0.12133891213389121,0.971774193548387,0.003199606202313561
S028,106,16,19,2.7666666666666666,221,11.95,1.9,0.10204081632653061,0.07531380753138076,0.9539583333333334,0.003765690376569037
S029,68,6,29,1507.4166666666667,211,7.966666666666667,1.45,0.1111111111111111,0.11715481171548117,0.9706944444444444,0.0018828451882845186
S030,162,26,28,0.5916666666666667,212,8.241379310344827,1.75,0.3793103448275862,0.11297071129707113,0.9695402298850575,0.0031380753138075313
S031,41207,251,240,91.65416666666667,0,0.991701244813278,240.0,0.9916666666666667,1.0,1.0,1.0
S032,71,8,30,0.21666666666666667,210,7.709677419354839,1.5789473684210527,0.21875,0.12133891213389121,0.971774193548387,0.002422373926447919
S033,30,5,17,0.03333333333333333,223,13.277777777777779,1.4166666666666667,0.5789473684210527,0.06694560669456066,0.9483796296296296,0.0017433751743375176
S034,30,7,14,1332.975,226,15.933333333333334,1.4,0.06493506493506493,0.05439330543933055,0.9372222222222222,0.0016736401673640164
S035,144,15,55,3.55,185,4.267857142857143,1.2790697674418605,0.4,0.22594142259414227,0.9862351190476191,0.0011676559307190817
S036,124,9,49,0.15833333333333333,191,4.78,2.0416666666666665,0.3333333333333333,0.200836820083682,0.9840833333333333,0.004358437935843793
S037,50686,5398,157,305053.1041666667,83,1.5126582278481013,9.8125,0.6211180124223602,0.6527196652719666,0.9978111814345991,0.036872384937238496
S038,36,4,22,0.3,218,10.391304347826088,1.2941176470588236,0.1,0.08786610878661087,0.9605072463768115,0.0012306177701206008
S039,385,163,45,467.2,195,5.195652173913044,2.25,0.3492063492063492,0.18410041841004185,0.9823369565217391,0.005230125523012552
S040,31905,432,240,1481.4041666666667,0,0.991701244813278,240.0,0.9833333333333333,1.0,1.0,1.0
S041,71,7,28,23.241666666666667,212,8.241379310344827,1.5555555555555556,0.12903225806451613,0.11297071129707113,0.9695402298850575,0.0023245002324500234
S042,138,24,25,29.816666666666666,215,9.192307692307692,1.9230769230769231,0.14285714285714285,0.100418410041841,0.9655448717948718,0.003862246540070808
S043,39,5,18,100.84166666666667,222,12.578947368421053,1.2857142857142858,0.10294117647058823,0.07112970711297072,0.9513157894736842,0.0011954572624028694
S044,30,4,14,0.04583333333333333,226,15.933333333333334,2.0,0.35294117647058826,0.05439330543933055,0.9372222222222222,0.0041841004184100415
S045,31,7,20,5.275,220,11.380952380952381,1.4285714285714286,0.17073170731707318,0.0794979079497908,0.9563492063492063,0.0017931858936043037
S046,197,3,140,0.3541666666666667,100,1.6950354609929077,2.08955223880597,0.46540880503144655,0.5815899581589958,0.9970449172576832,0.004558795978267657
S047,66,6,28,79327.0,212,8.241379310344827,1.4736842105263157,0.056179775280898875,0.11297071129707113,0.9695402298850575,0.0019819423034573877
S048,65,8,26,1.1083333333333334,214,8.851851851851851,1.625,0.2,0.10460251046025104,0.9669753086419753,0.002615062761506276
S049,38,4,19,0.1375,221,11.95,1.1875,0.23255813953488372,0.07531380753138076,0.9539583333333334,0.0007845188284518828
S050,66,8,29,0.0875,211,7.966666666666667,1.5263157894736843,0.375,0.11715481171548117,0.9706944444444444,0.002202158114952654
S051,29,5,15,10021.045833333334,225,14.9375,1.5,0.11475409836065574,0.058577405857740586,0.94140625,0.0020920502092050207
S052,54,5,25,0.1375,215,9.192307692307692,1.3888888888888888,0.26666666666666666,0.100418410041841,0.9655448717948718,0.001627150162715016
S053,77,7,31,0.07083333333333333,209,7.46875,1.4761904761904763,0.4838709677419355,0.12552301255230125,0.9727864583333333,0.001992428770671449
S054,413,32,113,25.504166666666666,127,2.0964912280701755,2.8974358974358974,0.3488372093023256,0.4686192468619247,0.995358187134503,0.00793906233236777
S055,24041,1216,240,41643.71666666667,0,0.991701244813278,240.0,0.8958333333333334,1.0,1.0,1.0
S056,28,5,17,0.14583333333333334,223,13.277777777777779,1.4166666666666667,0.20454545454545456,0.06694560669456066,0.9483796296296296,0.0017433751743375176
S057,50,8,22,5.304166666666666,218,10.391304347826088,1.2222222222222223,0.13793103448275862,0.08786610878661087,0.9605072463768115,0.0009298000929800097
S058,34,5,20,304.0208333333333,220,11.380952380952381,1.25,0.13157894736842105,0.0794979079497908,0.9563492063492063,0.0010460251046025104
S059,47,1,47,402.54583333333335,193,4.979166666666667,1.3428571428571427,0.3469387755102041,0.19246861924686193,0.9832465277777778,0.0014345487148834425
S060,86,14,10,0.17916666666666667,230,21.727272727272727,1.0,0.28,0.03765690376569038,0.9128787878787878,0.0
S061,84,10,30,1056.7583333333334,210,7.709677419354839,1.3636363636363635,0.13432835820895522,0.12133891213389121,0.971774193548387,0.0015214910612400148
S062,75,37,5,0.32916666666666666,235,39.833333333333336,1.6666666666666667,0.11764705882352941,0.016736401673640166,0.8368055555555555,0.0027894002789400282
S063,30,4,21,1338.8333333333333,219,10.863636363636363,1.5,0.12987012987012986,0.08368200836820083,0.9585227272727272,0.0020920502092050207
S064,397,10,126,155083.775,114,1.8818897637795275,1.1666666666666667,0.21641791044776118,0.5230125523012552,0.996259842519685,0.0006973500697350073
S065,189,18,64,1.6208333333333333,176,3.6769230769230767,1.4222222222222223,0.5681818181818182,0.26359832635983266,0.9887179487179486,0.001766620176662018
S066,388,8,132,877.5875,108,1.7969924812030076,1.32,0.24113475177304963,0.5481171548117155,0.9966165413533834,0.0013389121338912137
S067,233,4,169,0.22916666666666666,71,1.4058823529411764,3.188679245283019,0.6745562130177515,0.702928870292887,0.9982598039215685,0.009157653745954054
S068,42,14,16,34.325,224,14.058823529411764,1.4545454545454546,0.07246376811594203,0.06276150627615062,0.9450980392156862,0.0019018638265500191
S069,169,11,70,38.18333333333333,170,3.3661971830985915,1.8421052631578947,0.3673469387755102,0.28870292887029286,0.9900234741784038,0.0035234529839242457
S070,46,6,26,10.495833333333334,214,8.851851851851851,1.3,0.42857142857142855,0.10460251046025104,0.9669753086419753,0.0012552301255230127
S071,191,26,12,9.445833333333333,228,18.384615384615383,1.0,0.05555555555555555,0.04602510460251046,0.9269230769230768,0.0
S072,28,5,17,10.645833333333334,223,13.277777777777779,1.3076923076923077,0.24390243902439024,0.06694560669456066,0.9483796296296296,0.001287415513356936
S073,32,7,17,0.05416666666666667,223,13.277777777777779,1.3076923076923077,0.4782608695652174,0.06694560669456066,0.9483796296296296,0.001287415513356936
S074,13051,1043,171,84683.4625,69,1.3895348837209303,2.4782608695652173,0.44808743169398907,0.7112970711297071,0.998328488372093,0.006185191922867018
S075,390,30,125,0.8708333333333333,115,1.8968253968253967,1.1904761904761905,0.19402985074626866,0.5188284518828452,0.9961970899470899,0.0007969715082685794
S076,376,5,197,0.5583333333333333,43,1.207070707070707,5.184210526315789,0.3383084577114428,0.8200836820083682,0.9990951178451178,0.017507157013873596
S077,128,59,12,21.525,228,18.384615384615383,2.0,0.10344827586206896,0.04602510460251046,0.9269230769230768,0.0041841004184100415
S078,8553,412,101,2714.9083333333333,139,2.343137254901961,3.3666666666666667,0.6822429906542056,0.41841004184100417,0.9943218954248366,0.0099023709902371
S079,64,7,24,39.4875,216,9.56,1.3333333333333333,0.17307692307692307,0.09623430962343096,0.964,0.0013947001394700137
S080,19237,215,240,147.72083333333333,0,0.991701244813278,240.0,0.7416666666666667,1.0,1.0,1.0
S081,49,13,23,0.1125,217,9.958333333333334,1.3529411764705883,0.3870967741935484,0.09205020920502092,0.9623263888888888,0.001476741324144721
S082,58,9,27,0.25833333333333336,213,8.535714285714286,1.4210526315789473,0.16666666666666666,0.1087866108786611,0.9683035714285715,0.0017617264919621229
S083,28,6,14,6485.925,226,15.933333333333334,1.4,0.21875,0.05439330543933055,0.9372222222222222,0.0016736401673640164
S084,70,10,18,395.21666666666664,222,12.578947368421053,1.6363636363636365,0.07042253521126761,0.07112970711297072,0.9513157894736842,0.002662609357170027
S085,46,8,23,1.9833333333333334,217,9.958333333333334,1.2105263157894737,0.2857142857142857,0.09205020920502092,0.9623263888888888,0.0008808632459810614
S086,17949,1265,206,55694.48333333333,34,1.1545893719806763,8.24,0.3397129186602871,0.8577405857740585,0.9993156199677938,0.030292887029288704
S087,64,8,27,2.5083333333333333,213,8.535714285714286,1.2857142857142858,0.34210526315789475,0.1087866108786611,0.9683035714285715,0.0011954572624028694
S088,425,10,139,54.329166666666666,101,1.707142857142857,1.5274725274725274,0.22875816993464052,0.5774058577405857,0.9969940476190476,0.002206998022897604
S089,141,28,25,27.066666666666666,215,9.192307692307692,1.6666666666666667,0.2558139534883721,0.100418410041841,0.9655448717948718,0.0027894002789400282
S090,145,23,29,58.725,211,7.966666666666667,2.0714285714285716,0.3488372093023256,0.11715481171548117,0.9706944444444444,0.00448296473401076
S091,73,8,29,8.604166666666666,211,7.966666666666667,1.5263157894736843,0.2692307692307692,0.11715481171548117,0.9706944444444444,0.002202158114952654
S092,398,9,126,0.44166666666666665,114,1.8818897637795275,1.2115384615384615,0.23846153846153847,0.5230125523012552,0.996259842519685,0.0008850981654328931
S093,36,7,12,1355.4666666666667,228,18.384615384615383,1.7142857142857142,0.06779661016949153,0.04602510460251046,0.9269230769230768,0.0029886431560071725
S094,41,5,24,135.15,216,9.56,1.2,0.27450980392156865,0.09623430962343096,0.964,0.0008368200836820082
S095,32,7,13,2.4791666666666665,227,17.071428571428573,1.3,0.07042253521126761,0.0502092050209205,0.9324404761904761,0.0012552301255230127
S096,73,9,28,199367.92083333334,212,8.241379310344827,1.4736842105263157,0.2222222222222222,0.11297071129707113,0.9695402298850575,0.0019819423034573877
S097,63,7,30,103487.37083333333,210,7.709677419354839,1.6666666666666667,0.17567567567567569,0.12133891213389121,0.971774193548387,0.0027894002789400282
S098,413,10,206,1.575,34,1.1545893719806763,6.866666666666666,0.3875598086124402,0.8577405857740585,0.9993156199677938,0.024546722454672244
S099,60,6,25,3802.2125,215,9.192307692307692,1.3157894736842106,0.24390243902439024,0.100418410041841,0.9655448717948718,0.0013212948689715926
S100,42,7,16,2290.0333333333333,224,14.058823529411764,1.3333333333333333,0.07692307692307693,0.06276150627615062,0.9450980392156862,0.0013947001394700137
S101,56,7,25,659.3166666666667,215,9.192307692307692,1.6666666666666667,0.1095890410958904,0.100418410041841,0.9655448717948718,0.0027894002789400282
S102,131,12,50,189.16666666666666,190,4.686274509803922,1.9230769230769231,0.21875,0.20502092050209206,0.9844771241830065,0.003862246540070808
S103,30,10,18,6130.079166666666,222,12.578947368421053,1.3846153846153846,0.20634920634920634,0.07112970711297072,0.9513157894736842,0.0016092693916961698
S104,155,39,25,61.075,215,9.192307692307692,1.3157894736842106,0.1527777777777778,0.100418410041841,0.9655448717948718,0.0013212948689715926
S105,120,48,25,7.120833333333334,215,9.192307692307692,1.7857142857142858,0.2,0.100418410041841,0.9655448717948718,0.0032875074716078906
S106,77,6,37,0.09166666666666666,203,6.2894736842105265,1.48,0.4358974358974359,0.1506276150627615,0.9777412280701754,0.0020083682008368202
S107,69,7,29,2737.9083333333333,211,7.966666666666667,1.6111111111111112,0.1111111111111111,0.11715481171548117,0.9706944444444444,0.0025569502556950256
S108,240950,7885,240,802684.3375,0,0.991701244813278,240.0,0.9791666666666666,1.0,1.0,1.0
S109,36,5,19,9.033333333333333,221,11.95,1.3571428571428572,0.19642857142857142,0.07531380753138076,0.9539583333333334,0.0014943215780035867
S110,426,7,128,4.825,112,1.8527131782945736,1.2673267326732673,0.18181818181818182,0.5313807531380753,0.9963824289405684,0.0011185218940304074
S111,31,6,16,2084.3875,224,14.058823529411764,1.6,0.18421052631578946,0.06276150627615062,0.9450980392156862,0.0025104602510460255
S112,123,69,5,19.091666666666665,235,39.833333333333336,1.25,0.3125,0.016736401673640166,0.8368055555555555,0.0010460251046025104
S113,385,11,126,0.4166666666666667,114,1.8818897637795275,1.2233009708737863,0.3409090909090909,0.5230125523012552,0.996259842519685,0.0009343136856643779
S114,10931,721,229,10262.358333333334,11,1.0391304347826087,19.083333333333332,0.42857142857142855,0.9539748953974896,0.9998007246376811,0.07566248256624825
S115,398,9,121,298.3041666666667,119,1.959016393442623,1.1308411214953271,0.14893617021276595,0.502092050209205,0.9959357923497267,0.0005474523911938373
S116,75,9,23,1.0666666666666667,217,9.958333333333334,2.090909090909091,0.24324324324324326,0.09205020920502092,0.9623263888888888,0.004564473183720046
S117,123,10,61,6931.0,179,3.8548387096774195,1.326086956521739,0.41836734693877553,0.2510460251046025,0.9879704301075269,0.0013643805712206653
S118,66,8,28,1485.625,212,8.241379310344827,1.4,0.2,0.11297071129707113,0.9695402298850575,0.0016736401673640164
S119,29,16,9,4.070833333333334,231,23.9,1.8,0.0851063829787234,0.03347280334728033,0.9037499999999999,0.0033472803347280337
S120,33,5,16,0.1125,224,14.058823529411764,1.3333333333333333,0.15625,0.06276150627615062,0.9450980392156862,0.0013947001394700137
S121,137,28,26,5.795833333333333,214,8.851851851851851,1.7333333333333334,0.2777777777777778,0.10460251046025104,0.9669753086419753,0.003068340306834031
S122,73,6,31,0.15,209,7.46875,1.55,0.2222222222222222,0.12552301255230125,0.9727864583333333,0.002301255230125523
S123,6449,114,240,82.20416666666667,0,0.991701244813278,240.0,0.45,1.0,1.0,1.0
S124,34,6,14,1.7708333333333333,226,15.933333333333334,1.5555555555555556,0.16666666666666666,0.05439330543933055,0.9372222222222222,0.0023245002324500234
S125,49,7,16,31.475,224,14.058823529411764,1.6,0.0847457627118644,0.06276150627615062,0.9450980392156862,0.0025104602510460255
S126,47540,15114,91,4430908.5875,149,2.597826086956522,4.333333333333333,0.61,0.37656903765690375,0.9932518115942028,0.013947001394700138
S127,158,27,24,427.375,216,9.56,1.8461538461538463,0.078125,0.09623430962343096,0.964,0.0035403926617315743
S128,133,17,51,0.45416666666666666,189,4.596153846153846,2.4285714285714284,0.38028169014084506,0.20920502092050208,0.9848557692307692,0.005977286312014345
S129,1525,143,192,487.49583333333334,48,1.238341968911917,6.620689655172414,0.3054187192118227,0.799163179916318,0.9989637305699481,0.02351752993795989
S130,60,7,28,34.05416666666667,212,8.241379310344827,1.5555555555555556,0.11458333333333333,0.11297071129707113,0.9695402298850575,0.0023245002324500234
S131,137512,1014,240,4828.6125,0,0.991701244813278,240.0,0.975,1.0,1.0,1.0
S132,63,7,28,0.14166666666666666,212,8.241379310344827,1.2727272727272727,0.34,0.11297071129707113,0.9695402298850575,0.0011411182959300114
S133,71,7,26,0.1,214,8.851851851851851,1.4444444444444444,0.26666666666666666,0.10460251046025104,0.9669753086419753,0.0018596001859600185
S134,52,6,21,770.6625,219,10.863636363636363,1.3125,0.07692307692307693,0.08368200836820083,0.9585227272727272,0.001307531380753138
S135,87,49,5,0.7166666666666667,235,39.833333333333336,1.0,0.047619047619047616,0.016736401673640166,0.8368055555555555,0.0
S136,42,7,19,1333.4708333333333,221,11.95,1.3571428571428572,0.22727272727272727,0.07531380753138076,0.9539583333333334,0.0014943215780035867
S137,33,5,19,15833.383333333333,221,11.95,1.4615384615384615,0.13095238095238096,0.07531380753138076,0.9539583333333334,0.0019311232700354036
S138,411,8,142,7635.829166666666,98,1.6713286713286712,1.595505617977528,0.22012578616352202,0.5899581589958159,0.9971445221445221,0.002491655305345305
S139,151862,10207,222,934096.5166666667,18,1.0717488789237668,11.68421052631579,0.45089285714285715,0.9246861924686193,0.9996636771300449,0.044703809733538866
S140,302047,21293,219,13276695.5,21,1.0863636363636364,12.166666666666666,0.38181818181818183,0.9121338912133892,0.9996022727272726,0.046722454672245464
S141,420,12,120,0.49166666666666664,120,1.975206611570248,1.0909090909090908,0.2,0.497907949790795,0.9958677685950412,0.0003803727653100035
S142,121,44,15,17.5625,225,14.9375,1.1538461538461537,0.1956521739130435,0.058577405857740586,0.94140625,0.0006437077566784676
S143,82787,2521,240,91518.89583333333,0,0.991701244813278,240.0,0.8916666666666667,1.0,1.0,1.0
S144,28,20,3,1.7375,237,59.75,1.5,0.15,0.008368200836820083,0.7531249999999999,0.0020920502092050207
S145,63,8,28,6343.975,212,8.241379310344827,1.4,0.2328767123287671,0.11297071129707113,0.9695402298850575,0.0016736401673640164
S146,352,69,169,146.16666666666666,71,1.4058823529411764,3.3137254901960786,0.41711229946524064,0.702928870292887,0.9982598039215685,0.009680859791615391
S147,108,65,8,10.683333333333334,232,26.555555555555557,1.0,0.25,0.029288702928870293,0.8925925925925926,0.0
S148,59,9,27,448.6375,213,8.535714285714286,1.2272727272727273,0.1125,0.1087866108786611,0.9683035714285715,0.0009509319132750096
S149,251,11,72,0.2833333333333333,168,3.2739726027397262,2.4827586206896552,0.25925925925925924,0.29707112970711297,0.9904109589041096,0.006204010965228683
S150,1806,567,240,7906.45,0,0.991701244813278,240.0,0.3416666666666667,1.0,1.0,1.0
S151,194498,21267,240,5356326.0,0,0.991701244813278,240.0,0.975,1.0,1.0,1.0
S152,398,10,124,0.7125,116,1.912,1.203883495145631,0.1897810218978102,0.5146443514644351,0.9961333333333333,0.0008530690173457363
S153,175,154,13,2228.65,227,17.071428571428573,1.625,0.08928571428571429,0.0502092050209205,0.9324404761904761,0.002615062761506276
S154,7634,393,77,5262.333333333333,163,3.0641025641025643,38.5,0.5673076923076923,0.3179916317991632,0.991292735042735,0.15690376569037656
S155,40,7,19,92.40833333333333,221,11.95,1.4615384615384615,0.2037037037037037,0.07531380753138076,0.9539583333333334,0.0019311232700354036
S156,28,4,16,166.8375,224,14.058823529411764,1.3333333333333333,0.125,0.06276150627615062,0.9450980392156862,0.0013947001394700137
S157,395,8,120,412123.5375,120,1.975206611570248,1.1764705882352942,0.1893939393939394,0.497907949790795,0.9958677685950412,0.0007383706620723605
S158,37,5,20,60791.808333333334,220,11.380952380952381,1.3333333333333333,0.19607843137254902,0.0794979079497908,0.9563492063492063,0.0013947001394700137
S159,215,39,47,4.475,193,4.979166666666667,2.1363636363636362,0.17073170731707318,0.19246861924686193,0.9832465277777778,0.004754659566375047
S160,45,6,20,1115597.1541666666,220,11.380952380952381,1.1111111111111112,0.1323529411764706,0.0794979079497908,0.9563492063492063,0.00046490004649000485
S161,47,7,20,152236.3375,220,11.380952380952381,1.25,0.125,0.0794979079497908,0.9563492063492063,0.0010460251046025104
S162,28,5,14,352.01666666666665,226,15.933333333333334,1.1666666666666667,0.056179775280898875,0.05439330543933055,0.9372222222222222,0.0006973500697350073
S163,252,41,46,263.07916666666665,194,5.085106382978723,2.090909090909091,0.3076923076923077,0.18828451882845187,0.9828014184397162,0.004564473183720046
S164,72,9,22,355.69166666666666,218,10.391304347826088,1.2941176470588236,0.1282051282051282,0.08786610878661087,0.9605072463768115,0.0012306177701206008
S165,75,5,63,220.16666666666666,177,3.734375,1.6153846153846154,0.5157894736842106,0.2594142259414226,0.9884765624999999,0.002574831026713872
S166,32,7,16,30.283333333333335,224,14.058823529411764,1.6,0.17307692307692307,0.06276150627615062,0.9450980392156862,0.0025104602510460255
S167,136,23,28,8.2375,212,8.241379310344827,2.1538461538461537,0.15714285714285714,0.11297071129707113,0.9695402298850575,0.004827808175088509
S168,31,5,17,2401.1666666666665,223,13.277777777777779,1.4166666666666667,0.09230769230769231,0.06694560669456066,0.9483796296296296,0.0017433751743375176
S169,359,8,118,0.43333333333333335,122,2.008403361344538,1.1568627450980393,0.1951219512195122,0.4895397489539749,0.9957282913165266,0.000656329477397654
S170,135,23,24,82.55416666666666,216,9.56,1.7142857142857142,0.21951219512195122,0.09623430962343096,0.964,0.0029886431560071725
S171,72,10,29,0.36666666666666664,211,7.966666666666667,1.6111111111111112,0.1746031746031746,0.11715481171548117,0.9706944444444444,0.0025569502556950256
S172,356,6,128,0.7958333333333333,112,1.8527131782945736,1.2549019607843137,0.1897810218978102,0.5313807531380753,0.9963824289405684,0.001066535400771187
S173,372,281,16,1366.0333333333333,224,14.058823529411764,1.7777777777777777,0.1282051282051282,0.06276150627615062,0.9450980392156862,0.003254300325430032
S174,346,9,125,0.4041666666666667,115,1.8968253968253967,1.1904761904761905,0.25396825396825395,0.5188284518828452,0.9961970899470899,0.0007969715082685794
S175,366,9,138,0.43333333333333335,102,1.7194244604316546,1.5,0.3120567375886525,0.5732217573221757,0.9969424460431654,0.0020920502092050207
S176,51,1,51,125.15833333333333,189,4.596153846153846,1.3076923076923077,0.4875,0.20920502092050208,0.9848557692307692,0.001287415513356936
S177,47,9,21,10.7,219,10.863636363636363,1.4,0.11688311688311688,0.08368200836820083,0.9585227272727272,0.0016736401673640164
S178,163,14,45,0.22083333333333333,195,5.195652173913044,2.142857142857143,0.28888888888888886,0.18410041841004185,0.9823369565217391,0.004781829049611476
S179,31,7,14,192.21666666666667,226,15.933333333333334,1.1666666666666667,0.06756756756756757,0.05439330543933055,0.9372222222222222,0.0006973500697350073
S180,52,1,52,0.0375,188,4.509433962264151,1.368421052631579,0.847457627118644,0.21338912133891214,0.9852201257861635,0.0015415106804668576
S181,36,6,16,531.6416666666667,224,14.058823529411764,1.6,0.034482758620689655,0.06276150627615062,0.9450980392156862,0.0025104602510460255
S182,153,30,27,8.266666666666667,213,8.535714285714286,1.8,0.20833333333333334,0.1087866108786611,0.9683035714285715,0.0033472803347280337
S183,28,7,15,28840.475,225,14.9375,1.5,0.07317073170731707,0.058577405857740586,0.94140625,0.0020920502092050207
S184,73,18,26,1042.0916666666667,214,8.851851851851851,1.3,0.2830188679245283,0.10460251046025104,0.9669753086419753,0.0012552301255230127
S185,64,10,26,614.7083333333334,214,8.851851851851851,1.4444444444444444,0.10843373493975904,0.10460251046025104,0.9669753086419753,0.0018596001859600185
S186,377,10,122,5337.283333333334,118,1.943089430894309,1.1844660194174756,0.23484848484848486,0.5062761506276151,0.9960027100271003,0.0007718243490270947
S187,74,10,26,3.6333333333333333,214,8.851851851851851,1.368421052631579,0.14285714285714285,0.10460251046025104,0.9669753086419753,0.0015415106804668576
S188,51,7,23,0.0625,217,9.958333333333334,1.3529411764705883,0.46153846153846156,0.09205020920502092,0.9623263888888888,0.001476741324144721
S189,8892,116,151,120.27083333333333,89,1.5723684210526316,15.1,0.8050314465408805,0.6276150627615062,0.9975603070175438,0.05899581589958159
S190,48,27,3,1.9625,237,59.75,1.0,0.047619047619047616,0.008368200836820083,0.7531249999999999,0.0
S191,351,7,119,13417.245833333332,121,1.9916666666666667,1.1553398058252426,0.18045112781954886,0.49372384937238495,0.995798611111111,0.0006499573465491324
S192,30,5,16,404.5083333333333,224,14.058823529411764,1.4545454545454546,0.08823529411764706,0.06276150627615062,0.9450980392156862,0.0019018638265500191
S193,101,15,25,0.20416666666666666,215,9.192307692307692,2.5,0.3,0.100418410041841,0.9655448717948718,0.006276150627615063
S194,101365,595,240,550.4375,0,0.991701244813278,240.0,0.9875,1.0,1.0,1.0
S195,36,6,17,1586.925,223,13.277777777777779,1.5454545454545454,0.1951219512195122,0.06694560669456066,0.9483796296296296,0.002282236591860023
S196,40,6,20,0.15416666666666667,220,11.380952380952381,1.25,0.22916666666666666,0.0794979079497908,0.9563492063492063,0.0010460251046025104
S197,354,11,119,370.6041666666667,121,1.9916666666666667,1.1553398058252426,0.168,0.49372384937238495,0.995798611111111,0.0006499573465491324
S198,54,6,22,192.75416666666666,218,10.391304347826088,1.2222222222222223,0.09195402298850575,0.08786610878661087,0.9605072463768115,0.0009298000929800097
S199,130,24,30,2023.7333333333333,210,7.709677419354839,1.6666666666666667,0.3333333333333333,0.12133891213389121,0.971774193548387,0.0027894002789400282
S200,65,8,30,403.1666666666667,210,7.709677419354839,1.7647058823529411,0.1643835616438356,0.12133891213389121,0.971774193548387,0.003199606202313561
S201,81989,30977,28,28412727.55,212,8.241379310344827,4.666666666666667,0.5306122448979592,0.11297071129707113,0.9695402298850575,0.015341701534170155
S202,400,10,127,1462.85,113,1.8671875,1.2095238095238094,0.18045112781954886,0.5271966527196653,0.9963216145833333,0.000876668659095437
S203,36,4,23,0.05,217,9.958333333333334,1.15,0.5714285714285714,0.09205020920502092,0.9623263888888888,0.0006276150627615059
S204,81,31,5,4.183333333333334,235,39.833333333333336,1.25,0.037037037037037035,0.016736401673640166,0.8368055555555555,0.0010460251046025104
