sum,min,max,mean,订单数标准差,订单数中位数
18306.0,0.0,2710.0,76.275,440.86377676700994,0.0
15880.0,0.0,2000.0,66.16666666666667,315.53254003585494,0.0
333.0,0.0,15.0,1.3875,1.512794111934801,1.0
1413.0,0.0,700.0,5.8875,61.51347651439503,0.0
1470.0,0.0,450.0,6.125,47.5676241817151,0.0
790.0,0.0,250.0,3.2916666666666665,25.691734122700247,0.0
619.0,0.0,100.0,2.5791666666666666,13.821712322292889,0.0
2531.0,0.0,625.0,10.545833333333333,77.74611335341505,0.0
465.0,0.0,50.0,1.9375,8.081712011551568,0.0
177.0,0.0,40.0,0.7375,3.7608768340201535,0.0
61.0,0.0,5.0,0.25416666666666665,0.7070944535550089,0.0
1491.0,0.0,500.0,6.2125,52.189234149275144,0.0
271445.0,410.0,7880.0,1131.0208333333333,1486.5205715381126,750.0
130.0,0.0,35.0,0.5416666666666666,3.00319448702839,0.0
424.0,0.0,25.0,1.7666666666666666,2.621869189608781,1.0
1060.0,0.0,500.0,4.416666666666667,45.53826536302586,0.0
189.0,0.0,67.0,0.7875,6.221894967567976,0.0
311.0,0.0,10.0,1.2958333333333334,1.8386777053968895,1.0
14583.0,0.0,732.0,60.7625,170.26117597365834,5.0
791.0,0.0,180.0,3.2958333333333334,17.257827747127152,1.0
87.0,0.0,15.0,0.3625,1.4134182134191933,0.0
3321.0,0.0,550.0,13.8375,82.38847317769823,0.0
1878.0,0.0,210.0,7.825,37.830532155653266,0.0
88.0,0.0,30.0,0.36666666666666664,2.069638390719573,0.0
44.0,0.0,4.0,0.18333333333333332,0.5486130604511973,0.0
184.0,0.0,30.0,0.7666666666666667,3.1336567683746854,0.0
69.0,0.0,6.0,0.2875,0.7793423361960053,0.0
6110.0,1.0,110.0,25.458333333333332,13.680695762319388,20.0
63.0,0.0,20.0,0.2625,1.4296069916685548,0.0
235.0,0.0,50.0,0.9791666666666666,5.602934016703836,0.0
132285.0,0.0,15110.0,551.1875,2343.423607287077,0.0
486.0,0.0,320.0,2.025,20.763043488260525,0.0
126.0,0.0,10.0,0.525,1.2837086701392941,0.0
2406.0,0.0,150.0,10.025,27.343763105197095,2.0
341.0,0.0,40.0,1.4208333333333334,5.810283710128935,0.0
139381.0,1.0,1010.0,580.7541666666667,153.10051523425068,585.0
75.0,0.0,6.0,0.3125,0.8067769960397434,0.0
61.0,0.0,6.0,0.25416666666666665,0.8617774599721433,0.0
515.0,0.0,430.0,2.1458333333333335,27.743135592870665,0.0
81.0,0.0,40.0,0.3375,2.7486493449978884,0.0
857.0,0.0,400.0,3.5708333333333333,36.42248580349779,0.0
5367.0,0.0,800.0,22.3625,124.08769106249724,0.0
2686.0,0.0,870.0,11.191666666666666,87.18794164767692,1.0
177748.0,0.0,10200.0,740.6166666666667,2298.553316838371,10.0
481103.0,0.0,21290.0,2004.5958333333333,5483.920895133608,4.0
342.0,0.0,10.0,1.425,1.9498417487550843,1.0
238.0,0.0,40.0,0.9916666666666667,5.012112247059809,0.0
94570.0,10.0,2520.0,394.0416666666667,398.43826705015454,360.0
63.0,0.0,20.0,0.2625,1.8707867586217062,0.0
2553.0,0.0,700.0,10.6375,79.10692574507507,0.0
796.0,0.0,120.0,3.316666666666667,12.552472848664419,1.0
158.0,0.0,60.0,0.6583333333333333,5.3793279095735445,0.0
1028.0,0.0,150.0,4.283333333333333,20.888299595038987,0.0
205.0,0.0,10.0,0.8541666666666666,1.8041048422221553,0.0
5488.0,1.0,560.0,22.866666666666667,94.30338589548553,4.0
266510.0,140.0,21260.0,1110.4583333333333,2905.3677415669426,625.0
361.0,0.0,11.0,1.5041666666666667,1.9874036734461715,1.0
2661.0,0.0,300.0,11.0875,46.99724742674167,0.0
10224.0,0.0,540.0,42.6,100.34412754643091,0.0
414.0,0.0,100.0,1.725,9.623856776098755,0.0
259.0,0.0,200.0,1.0791666666666666,12.908350226841558,0.0
33284.0,0.0,3130.0,138.68333333333334,628.5220824197514,1.0
10155.0,0.0,1500.0,42.3125,243.41030293583262,0.0
253.0,0.0,30.0,1.0541666666666667,3.7272578640999763,0.0
62688.0,0.0,5000.0,261.2,1025.6979018083534,0.0
24950.0,0.0,1552.0,103.95833333333333,377.07852740489824,0.0
990.0,0.0,100.0,4.125,18.349723243041957,0.0
815.0,0.0,120.0,3.3958333333333335,16.44534447651327,0.0
884.0,0.0,120.0,3.683333333333333,18.570676184431232,0.0
661.0,0.0,100.0,2.754166666666667,14.62451885033847,0.0
144.0,0.0,85.0,0.6,5.5014642402374,0.0
225.0,0.0,30.0,0.9375,3.7472793478015824,0.0
1587.0,0.0,400.0,6.6125,48.65706838011596,0.0
267.0,0.0,7.0,1.1125,1.4692987824584527,1.0
338.0,0.0,100.0,1.4083333333333334,9.486829305146848,0.0
100.0,0.0,9.0,0.4166666666666667,1.0027855207161103,0.0
291.0,0.0,10.0,1.2125,1.5336702225264842,1.0
1840.0,0.0,280.0,7.666666666666667,40.540146604943956,0.0
253.0,0.0,8.0,1.0541666666666667,1.4027704705426685,1.0
272.0,0.0,8.0,1.1333333333333333,1.4859640846295465,1.0
389.0,0.0,100.0,1.6208333333333333,11.106652202712674,0.0
145.0,0.0,50.0,0.6041666666666666,3.29789829950278,0.0
122.0,0.0,10.0,0.5083333333333333,1.4434722973999976,0.0
631.0,0.0,100.0,2.629166666666667,13.650140746486253,0.0
61.0,0.0,2.0,0.25416666666666665,0.4550775065409778,0.0
580.0,0.0,255.0,2.4166666666666665,22.984835216513194,0.0
199.0,0.0,30.0,0.8291666666666667,3.756164157372108,0.0
8794.0,0.0,890.0,36.641666666666666,166.311865933699,0.0
587.0,0.0,500.0,2.4458333333333333,32.26934863345302,0.0
498.0,0.0,384.0,2.075,24.774518728780144,0.0
2583.0,0.0,600.0,10.7625,72.86060119922817,1.0
160.0,0.0,20.0,0.6666666666666666,2.085347701192178,0.0
42.0,0.0,6.0,0.175,0.6680077167394333,0.0
8697.0,0.0,200.0,36.2375,34.602069163224456,50.0
75.0,0.0,20.0,0.3125,2.0016337469436727,0.0
4676.0,0.0,800.0,19.483333333333334,114.7878875809025,1.0
828.0,0.0,150.0,3.45,19.883278650023417,0.0
84.0,0.0,10.0,0.35,1.2249156746657468,0.0
101380.0,140.0,610.0,422.4166666666667,61.37879962361357,415.0
1508.0,0.0,300.0,6.283333333333333,39.42445417718245,0.0
59.0,0.0,5.0,0.24583333333333332,0.601587277492406,0.0
587.0,0.0,300.0,2.4458333333333333,19.36343617208774,1.0
465.0,0.0,150.0,1.9375,13.805593205860093,0.0
1538.0,0.0,400.0,6.408333333333333,44.7100366580451,0.0
969.0,0.0,120.0,4.0375,19.79863721484016,0.0
348699.0,0.0,30970.0,1452.9125,5609.2098404456865,0.0
1152.0,0.0,440.0,4.8,38.21993170999025,1.0
34.0,0.0,3.0,0.14166666666666666,0.4348006484645124,0.0
119.0,0.0,30.0,0.49583333333333335,3.0994640063917047,0.0
346.0,0.0,150.0,1.4416666666666667,11.606372390018683,0.0
23.0,0.0,4.0,0.09583333333333334,0.4610150404308809,0.0
556.0,0.0,60.0,2.316666666666667,9.309628194880702,0.0
14888.0,0.0,600.0,62.03333333333333,151.52733894942338,1.0
275.0,0.0,50.0,1.1458333333333333,5.265302795527656,0.0
34603.0,0.0,1200.0,144.17916666666667,308.4178908235639,1.0
319.0,0.0,255.0,1.3291666666666666,16.449872611241727,0.0
985.0,0.0,300.0,4.104166666666667,30.169423674072103,0.0
187.0,0.0,3.0,0.7791666666666667,0.6112468679774755,1.0
543.0,0.0,300.0,2.2625,20.530665145023217,0.0
1169.0,0.0,120.0,4.870833333333334,20.524808525124577,0.0
381.0,0.0,9.0,1.5875,1.872686857684863,1.0
193.0,0.0,20.0,0.8041666666666667,2.8810416477881913,0.0
14740.0,10.0,180.0,61.416666666666664,37.08625777884649,50.0
339.0,0.0,300.0,1.4125,19.358775431118282,0.0
623.0,0.0,120.0,2.595833333333333,15.337185897979365,0.0
295.0,0.0,8.0,1.2291666666666667,1.6317916755898736,1.0
1218.0,0.0,200.0,5.075,28.873019503164635,0.0
244.0,0.0,200.0,1.0166666666666666,12.90777284124027,0.0
294.0,0.0,150.0,1.225,9.718173029396457,0.0
28.0,0.0,6.0,0.11666666666666667,0.581202523893038,0.0
249.0,0.0,50.0,1.0375,4.791319949859818,0.0
436.0,0.0,108.0,1.8166666666666667,11.112572195892637,0.0
3856.0,0.0,450.0,16.066666666666666,77.27912061201425,0.0
359885.0,500.0,3200.0,1499.5208333333333,499.7876950765497,1440.0
1586.0,0.0,530.0,6.608333333333333,57.224551572292214,0.0
4206.0,0.0,455.0,17.525,82.96628972134117,0.0
138.0,0.0,20.0,0.575,2.347125010709822,0.0
221.0,0.0,20.0,0.9208333333333333,2.4728617688327295,0.0
3614.0,0.0,300.0,15.058333333333334,61.75349780323741,0.0
308.0,0.0,70.0,1.2833333333333334,7.95403461563166,0.0
32.0,0.0,3.0,0.13333333333333333,0.43743897761320477,0.0
253.0,0.0,10.0,1.0541666666666667,1.5582092411006951,1.0
1334.0,0.0,300.0,5.558333333333334,34.64881695006413,0.0
524.0,0.0,200.0,2.183333333333333,12.922999077628633,1.0
100.0,0.0,20.0,0.4166666666666667,1.528438004504034,0.0
670.0,0.0,300.0,2.7916666666666665,27.309598243226056,0.0
602.0,0.0,150.0,2.5083333333333333,16.346148873195126,0.0
130.0,0.0,10.0,0.5416666666666666,1.1454536901186425,0.0
17001.0,7.0,450.0,70.8375,53.1924217751892,60.0
576.0,0.0,80.0,2.4,10.572245974117255,1.0
13607.0,0.0,1125.0,56.69583333333333,236.2036635911122,0.0
56000.0,110.0,340.0,233.33333333333334,34.54021568118315,230.0
517.0,0.0,82.0,2.154166666666667,11.48098224358636,0.0
365.0,0.0,100.0,1.5208333333333333,9.369204391753287,0.0
655.0,0.0,625.0,2.7291666666666665,40.3392203969229,0.0
2087.0,0.0,510.0,8.695833333333333,64.43344319383459,0.0
1478.0,0.0,500.0,6.158333333333333,51.992757112791,0.0
178.0,0.0,10.0,0.7416666666666667,1.7332381156123462,0.0
153.0,0.0,20.0,0.6375,2.7560982213734224,0.0
48.0,0.0,5.0,0.2,0.5871710776911507,0.0
374.0,0.0,20.0,1.5583333333333333,2.565610462099752,1.0
150.0,0.0,60.0,0.625,4.124754335273779,0.0
616.0,0.0,240.0,2.566666666666667,15.555667795304709,1.0
158.0,0.0,80.0,0.6583333333333333,5.207808481225756,0.0
579.0,0.0,400.0,2.4125,25.782171072046754,1.0
1299.0,0.0,220.0,5.4125,31.56199733432942,0.0
838.0,0.0,100.0,3.4916666666666667,17.454301760032255,0.0
472.0,0.0,42.0,1.9666666666666666,4.540719227370606,1.0
29.0,0.0,20.0,0.12083333333333333,1.3025495329980843,0.0
578.0,0.0,100.0,2.408333333333333,12.97696435631848,0.0
5620.0,10.0,40.0,23.416666666666668,6.1359539001684995,20.0
705.0,0.0,360.0,2.9375,27.49165430608634,0.0
129370.0,250.0,730.0,539.0416666666666,70.49376313945841,530.0
838.0,0.0,320.0,3.4916666666666667,24.075889720420438,1.0
91.0,0.0,7.0,0.37916666666666665,0.8446133361409638,0.0
321.0,0.0,50.0,1.3375,5.7789339333356065,0.0
328.0,0.0,300.0,1.3666666666666667,19.364563819994324,0.0
10748.0,0.0,530.0,44.78333333333333,91.17684167299089,0.0
179.0,0.0,100.0,0.7458333333333333,6.487031102469546,0.0
158150.0,380.0,970.0,658.9583333333334,117.67694916767445,660.0
730.0,0.0,350.0,3.0416666666666665,27.359499075809463,0.0
1689.0,0.0,200.0,7.0375,34.69331640141758,0.0
431.0,0.0,300.0,1.7958333333333334,19.375068722602734,0.0
284.0,0.0,200.0,1.1833333333333333,12.930120091429956,0.0
867.0,0.0,255.0,3.6125,26.194553915112113,0.0
69.0,0.0,10.0,0.2875,0.9265098499703336,0.0
168531.0,1.0,1730.0,702.2125,387.50314433870716,705.0
129.0,0.0,19.0,0.5375,1.8153949971881878,0.0
45515.0,5.0,2000.0,189.64583333333334,161.49141324418432,155.0
6622.0,0.0,500.0,27.591666666666665,101.37040045921103,0.0
60.0,0.0,10.0,0.25,0.8359095464668872,0.0
838.0,0.0,100.0,3.4916666666666667,16.670820263461092,0.0
46.0,0.0,5.0,0.19166666666666668,0.597005544900181,0.0
1194.0,0.0,520.0,4.975,46.852293942759566,0.0
2986.0,0.0,610.0,12.441666666666666,83.46725821460365,0.0
13466.0,0.0,680.0,56.108333333333334,148.61175138571735,5.0
11062.0,0.0,310.0,46.09166666666667,76.84424238138313,0.0
1339.0,0.0,170.0,5.579166666666667,27.36323892544401,0.0
18231.0,1.0,120.0,75.9625,15.063139428952615,80.0
1232.0,0.0,200.0,5.133333333333334,30.081321671904504,0.0
67.0,0.0,6.0,0.2791666666666667,0.6793297008072621,0.0
4889.0,0.0,810.0,20.370833333333334,125.37178177155582,0.0
48.0,0.0,10.0,0.2,1.106088134979802,0.0
1128.0,0.0,120.0,4.7,20.348470484191807,1.0
385.0,0.0,110.0,1.6041666666666667,10.972273125716832,0.0
84.0,0.0,10.0,0.35,1.1832159566199234,0.0
1524.0,0.0,200.0,6.35,31.674112022043133,0.0
53.0,0.0,20.0,0.22083333333333333,1.5077149344522764,0.0
342.0,0.0,210.0,1.425,13.545004791867571,0.0
25.0,0.0,3.0,0.10416666666666667,0.3793621233617849,0.0
125680.0,260.0,920.0,523.6666666666666,118.43422928641309,530.0
101983.0,0.0,9380.0,424.9291666666667,1686.3561144528285,1.0
186278.0,50.0,8180.0,776.1583333333333,1267.7474868075403,500.0
1137.0,0.0,600.0,4.7375,50.3000396158457,0.0
331.0,0.0,10.0,1.3791666666666667,1.7217484464031823,1.0
186.0,0.0,80.0,0.775,5.20775491906744,0.0
133.0,0.0,30.0,0.5541666666666667,2.2863025213142554,0.0
1019.0,0.0,100.0,4.245833333333334,16.59693169119112,0.0
3080.0,0.0,300.0,12.833333333333334,42.28362756896002,5.0
440.0,0.0,400.0,1.8333333333333333,25.818430487911836,0.0
70.0,0.0,8.0,0.2916666666666667,0.8273143860981201,0.0
311.0,0.0,220.0,1.2958333333333334,14.188509086497746,0.0
299.0,0.0,40.0,1.2458333333333333,4.894919162996807,0.0
1439.0,0.0,450.0,5.995833333333334,49.695684625854156,0.0
335.0,0.0,60.0,1.3958333333333333,7.456259012791188,0.0
30.0,0.0,10.0,0.125,0.928962168926739,0.0
186.0,0.0,90.0,0.775,5.870944696707605,0.0
1379.0,0.0,450.0,5.745833333333334,49.90381945257667,0.0
339.0,0.0,10.0,1.4125,1.8592328692029643,1.0
501.0,0.0,110.0,2.0875,12.326988878542704,0.0
1217.0,0.0,400.0,5.070833333333334,41.33817042432676,0.0
67.0,0.0,26.0,0.2791666666666667,1.7623394414340365,0.0
56.0,0.0,10.0,0.23333333333333334,0.9701255867743956,0.0
156350.0,170.0,990.0,651.4583333333334,120.62927029028687,660.0
172980.0,50.0,9760.0,720.75,1255.6980838658105,450.0
220.0,0.0,120.0,0.9166666666666666,7.761705516470414,0.0
384.0,0.0,120.0,1.6,11.39470625088392,0.0
1529.0,0.0,500.0,6.370833333333334,50.235678690832785,1.0
2212.0,0.0,200.0,9.216666666666667,37.79568134842066,0.0
11972.0,0.0,2000.0,49.88333333333333,293.10762252481226,0.0
128.0,0.0,20.0,0.5333333333333333,2.191399443329114,0.0
36.0,0.0,3.0,0.15,0.4319848129981977,0.0
38172.0,0.0,2080.0,159.05,492.772726348198,3.0
573.0,0.0,500.0,2.3875,32.2586929998501,0.0
172000.0,40.0,1180.0,716.6666666666666,164.02792564230043,730.0
1436.0,0.0,500.0,5.983333333333333,50.69029490159433,0.0
176.0,0.0,10.0,0.7333333333333333,2.2153263531062612,0.0
3002.0,0.0,450.0,12.508333333333333,70.50024431938832,0.0
226.0,0.0,50.0,0.9416666666666667,5.718348700013945,0.0
102.0,0.0,30.0,0.425,2.661243614031184,0.0
24710.0,50.0,600.0,102.95833333333333,65.81321303327245,90.0
107.0,0.0,20.0,0.44583333333333336,1.4482652056847913,0.0
167109.0,0.0,36970.0,696.2875,3521.2144046514836,40.0
48.0,0.0,6.0,0.2,0.6081730649966732,0.0
1233.0,0.0,200.0,5.1375,28.292440442501047,0.0
39.0,0.0,1.0,0.1625,0.3696798343381986,0.0
89300.0,80.0,690.0,372.0833333333333,145.08918528817773,360.0
59.0,0.0,6.0,0.24583333333333332,0.727510322385275,0.0
2340.0,0.0,300.0,9.75,49.50901190100875,0.0
950.0,0.0,200.0,3.9583333333333335,26.235941310680314,0.0
132612.0,50.0,1780.0,552.55,372.2856205436873,440.0
206.0,0.0,40.0,0.8583333333333333,3.3393704047528883,0.0
29.0,0.0,10.0,0.12083333333333333,0.7360866595940703,0.0
185.0,0.0,50.0,0.7708333333333334,4.6394685858098965,0.0
433.0,0.0,40.0,1.8041666666666667,3.473627981355968,1.0
333452.0,430.0,2810.0,1389.3833333333334,430.3102545864222,1355.0
80.0,0.0,4.0,0.3333333333333333,0.5761411573510986,0.0
96.0,0.0,21.0,0.4,1.6763179415028002,0.0
29030.0,50.0,690.0,120.95833333333333,113.31223909442154,90.0
40960.0,80.0,390.0,170.66666666666666,65.7907591447492,150.0
63.0,0.0,2.0,0.2625,0.45949991008053176,0.0
27640.0,30.0,590.0,115.16666666666667,86.87492411924885,105.0
129.0,0.0,30.0,0.5375,3.1167401299525923,0.0
2110.0,0.0,210.0,8.791666666666666,38.6846267744053,0.0
369.0,0.0,300.0,1.5375,19.361314845647783,0.0
2888.0,0.0,500.0,12.033333333333333,73.48052807090323,0.0
797.0,0.0,300.0,3.3208333333333333,28.190794651239266,0.0
773.0,0.0,155.0,3.220833333333333,19.984648484145712,0.0
48613.0,1.0,23690.0,202.55416666666667,1793.4307382648701,9.0
498.0,0.0,90.0,2.075,12.437736141867942,0.0
749.0,0.0,240.0,3.120833333333333,20.91179881900605,1.0
85.0,0.0,7.0,0.3541666666666667,0.86516942335118,0.0
217.0,0.0,140.0,0.9041666666666667,9.05649304357137,0.0
219.0,0.0,50.0,0.9125,5.321922176106633,0.0
2010.0,0.0,1000.0,8.375,82.53875088399109,0.0
206.0,0.0,40.0,0.8583333333333333,4.482967922559801,0.0
244.0,0.0,200.0,1.0166666666666666,12.90712451785394,0.0
144.0,0.0,20.0,0.6,2.734867073177377,0.0
107.0,0.0,30.0,0.44583333333333336,2.1775728622556714,0.0
259.0,0.0,42.0,1.0791666666666666,5.113562176321104,0.0
110.0,0.0,10.0,0.4583333333333333,1.3836815444521406,0.0
2049.0,0.0,455.0,8.5375,56.60490917471579,0.0
511.0,0.0,400.0,2.129166666666667,25.817268703706567,0.0
525.0,0.0,255.0,2.1875,20.86443215830958,0.0
257.0,0.0,150.0,1.0708333333333333,9.857519660813232,0.0
900.0,0.0,100.0,3.75,17.384285694883726,0.0
338.0,0.0,10.0,1.4083333333333334,1.7235549199442866,1.0
72.0,0.0,40.0,0.3,2.595780289972079,0.0
858.0,0.0,100.0,3.575,16.262317507394112,0.0
105436.0,0.0,7660.0,439.31666666666666,1280.3928364453786,0.0
1052.0,0.0,120.0,4.383333333333334,20.3225798667572,0.0
60.0,0.0,2.0,0.25,0.44345543143056887,0.0
199.0,0.0,70.0,0.8291666666666667,6.398874061958788,0.0
286.0,0.0,200.0,1.1916666666666667,12.909596076204982,0.0
806.0,0.0,120.0,3.3583333333333334,17.58389136978284,0.0
200.0,0.0,100.0,0.8333333333333334,6.495358282571328,0.0
958.0,0.0,100.0,3.9916666666666667,18.320026234351744,0.0
